OGR_FID,studentID,courseID,courseName,year,semester,unit,fieldID,entranceYear,takenTime,recomTime,startTime(G),startTime,date
136955,233c062d5b40427f12fe04da5bc3c916,23151113,????????? ???????????,1396,1,1,COM-HARD,1392,51,32,9/22/2016,1395/07/01,1-May
136956,233c062d5b40427f12fe04da5bc3c916,23151157,???? ??? ?????????,1396,1,3,COM-HARD,1392,51,41,9/22/2016,1395/07/01,1-May
136957,233c062d5b40427f12fe04da5bc3c916,23151259,??? ?????? ?????? ??? ????,1396,1,3,COM-HARD,1392,51,41,9/22/2016,1395/07/01,1-May
136959,233c062d5b40427f12fe04da5bc3c916,23111106,????????? ?????????1,1396,1,1,COM-HARD,1392,51,31,9/22/2016,1395/07/01,1-May
136961,233c062d5b40427f12fe04da5bc3c916,23152138,????????? ???? ???  ?????????,1396,1,1,COM-HARD,1392,51,42,9/22/2016,1395/07/01,1-May
136967,233c062d5b40427f12fe04da5bc3c916,23152296,????????? ???????? ????? ?? ??? ????????,1396,2,1,COM-HARD,1392,52,31,1/21/2018,1396/11/01,2-May
136968,233c062d5b40427f12fe04da5bc3c916,23112096,????????? ?????  ????,1396,2,1,COM-HARD,1392,52,32,1/21/2018,1396/11/01,2-May
470248,0aa6c3d112ea3f79715c81a2ee1ace0e,401,????? - 1,1392,1,4,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
470249,0aa6c3d112ea3f79715c81a2ee1ace0e,23105024,????? ????? -1,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
470251,0aa6c3d112ea3f79715c81a2ee1ace0e,251,???? ????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
470252,0aa6c3d112ea3f79715c81a2ee1ace0e,23151226,??????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
470253,0aa6c3d112ea3f79715c81a2ee1ace0e,23130010,????? ????? -2,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470254,0aa6c3d112ea3f79715c81a2ee1ace0e,23105035,??????? ?????????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470257,0aa6c3d112ea3f79715c81a2ee1ace0e,23151066,??????? ?????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470258,0aa6c3d112ea3f79715c81a2ee1ace0e,23151077,????????? ?????????,1392,2,1,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470259,0aa6c3d112ea3f79715c81a2ee1ace0e,23151022,????? ???????? ? ?????? ????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470260,0aa6c3d112ea3f79715c81a2ee1ace0e,23151033,?????? ???? ???????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
470261,0aa6c3d112ea3f79715c81a2ee1ace0e,24172029,??????? ??????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
470262,0aa6c3d112ea3f79715c81a2ee1ace0e,23151271,??????? ????????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
470263,0aa6c3d112ea3f79715c81a2ee1ace0e,23151124,?????? ????????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
470264,0aa6c3d112ea3f79715c81a2ee1ace0e,23105057,?????????????  ??????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
470266,0aa6c3d112ea3f79715c81a2ee1ace0e,402,????? - 2,1393,2,4,COM-HARD,1392,22,12,1/21/2015,1393/11/01,2-Feb
470267,0aa6c3d112ea3f79715c81a2ee1ace0e,23111037,????????? ?????? ???? ????? - 1,1393,2,1,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
470268,0aa6c3d112ea3f79715c81a2ee1ace0e,23151191,???? ?????,1393,2,2,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
470269,0aa6c3d112ea3f79715c81a2ee1ace0e,23151237,????? ????????? ????? ??? ????????,1393,2,3,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
470272,0aa6c3d112ea3f79715c81a2ee1ace0e,23153368,????????? ??????? ????? ???????,1393,2,1,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
470273,0aa6c3d112ea3f79715c81a2ee1ace0e,23153346,??????? ???? ??,1393,2,3,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
470274,0aa6c3d112ea3f79715c81a2ee1ace0e,23151180,????? ?????? ? ???????,1394,1,3,COM-HARD,1392,31,31,9/23/2015,1394/07/01,1-Mar
470275,0aa6c3d112ea3f79715c81a2ee1ace0e,23152116,???????? ? ???????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
470276,0aa6c3d112ea3f79715c81a2ee1ace0e,23153028,??????????? -1,1394,1,3,COM-HARD,1392,31,31,9/23/2015,1394/07/01,1-Mar
470279,0aa6c3d112ea3f79715c81a2ee1ace0e,23151146,??????? ??????????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
470281,0aa6c3d112ea3f79715c81a2ee1ace0e,23151168,????? ??????????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
470282,0aa6c3d112ea3f79715c81a2ee1ace0e,23152149,???? ????? ????????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
470283,0aa6c3d112ea3f79715c81a2ee1ace0e,23152025,?????  ?????  ???,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
470284,0aa6c3d112ea3f79715c81a2ee1ace0e,23152058,????????? ???????,1394,2,3,COM-HARD,1392,32,31,1/21/2016,1394/11/01,2-Mar
470285,0aa6c3d112ea3f79715c81a2ee1ace0e,23151282,????? ??? ????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
470286,0aa6c3d112ea3f79715c81a2ee1ace0e,23111106,????????? ?????????1,1394,2,1,COM-HARD,1392,32,31,1/21/2016,1394/11/01,2-Mar
470287,0aa6c3d112ea3f79715c81a2ee1ace0e,23152150,????????? ????? ????,1395,1,1,COM-HARD,1392,41,41,9/22/2016,1395/07/01,1-Apr
470288,0aa6c3d112ea3f79715c81a2ee1ace0e,23151157,???? ??? ?????????,1395,1,3,COM-HARD,1392,41,41,9/22/2016,1395/07/01,1-Apr
470289,0aa6c3d112ea3f79715c81a2ee1ace0e,23152014,??????  ???? ??,1395,1,3,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
470292,0aa6c3d112ea3f79715c81a2ee1ace0e,23152296,????????? ???????? ????? ?? ??? ????????,1395,1,1,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
470293,0aa6c3d112ea3f79715c81a2ee1ace0e,23151248,??????????? ????? ??????,1395,2,3,COM-HARD,1392,42,31,1/20/2017,1395/11/01,2-Apr
470294,0aa6c3d112ea3f79715c81a2ee1ace0e,23151260,??? ????? ? ?????,1395,2,2,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
470295,0aa6c3d112ea3f79715c81a2ee1ace0e,23152025,?????  ?????  ???,1395,2,3,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
470296,0aa6c3d112ea3f79715c81a2ee1ace0e,23152138,????????? ???? ???  ?????????,1395,2,1,COM-HARD,1392,42,42,1/20/2017,1395/11/01,2-Apr
470596,5985d09743cce01f2221375b0b640809,401,????? - 1,1392,1,4,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
470597,5985d09743cce01f2221375b0b640809,23105024,????? ????? -1,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
470599,5985d09743cce01f2221375b0b640809,251,???? ????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
470600,5985d09743cce01f2221375b0b640809,23151226,??????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
470601,5985d09743cce01f2221375b0b640809,402,????? - 2,1392,2,4,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470604,5985d09743cce01f2221375b0b640809,23151077,????????? ?????????,1392,2,1,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470605,5985d09743cce01f2221375b0b640809,23151066,??????? ?????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470606,5985d09743cce01f2221375b0b640809,23105024,????? ????? -1,1392,2,3,COM-HARD,1392,12,11,1/21/2014,1392/11/01,2-Jan
470607,5985d09743cce01f2221375b0b640809,23151022,????? ???????? ? ?????? ????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
470608,5985d09743cce01f2221375b0b640809,23151066,??????? ?????,1393,1,3,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
470609,5985d09743cce01f2221375b0b640809,23151191,???? ?????,1393,1,2,COM-HARD,1392,21,22,9/23/2014,1393/07/01,1-Feb
470610,5985d09743cce01f2221375b0b640809,23130010,????? ????? -2,1393,1,3,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
470611,5985d09743cce01f2221375b0b640809,23151022,????? ???????? ? ?????? ????,1393,1,3,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
470612,5985d09743cce01f2221375b0b640809,23105035,??????? ?????????,1393,1,3,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
470613,5985d09743cce01f2221375b0b640809,23151271,??????? ????????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
470614,5985d09743cce01f2221375b0b640809,24172029,??????? ??????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
470617,5985d09743cce01f2221375b0b640809,23153368,????????? ??????? ????? ???????,1393,2,1,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
470618,5985d09743cce01f2221375b0b640809,23151124,?????? ????????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
470619,5985d09743cce01f2221375b0b640809,23151033,?????? ???? ???????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
470620,5985d09743cce01f2221375b0b640809,23151044,??????? ???? ?? ? ??????????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
470621,5985d09743cce01f2221375b0b640809,23151237,????? ????????? ????? ??? ????????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
470623,5985d09743cce01f2221375b0b640809,23151146,??????? ??????????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
470624,5985d09743cce01f2221375b0b640809,23111037,????????? ?????? ???? ????? - 1,1394,1,1,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
470625,5985d09743cce01f2221375b0b640809,23105057,?????????????  ??????,1394,1,3,COM-HARD,1392,31,21,9/23/2015,1394/07/01,1-Mar
470628,5985d09743cce01f2221375b0b640809,23151180,????? ?????? ? ???????,1394,2,3,COM-HARD,1392,32,31,1/21/2016,1394/11/01,2-Mar
470629,5985d09743cce01f2221375b0b640809,23152116,???????? ? ???????,1394,2,3,COM-HARD,1392,32,22,1/21/2016,1394/11/01,2-Mar
470630,5985d09743cce01f2221375b0b640809,23152149,???? ????? ????????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
470631,5985d09743cce01f2221375b0b640809,23152058,????????? ???????,1394,2,3,COM-HARD,1392,32,31,1/21/2016,1394/11/01,2-Mar
470632,5985d09743cce01f2221375b0b640809,23151282,????? ??? ????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
470633,5985d09743cce01f2221375b0b640809,23111106,????????? ?????????1,1394,2,1,COM-HARD,1392,32,31,1/21/2016,1394/11/01,2-Mar
470635,5985d09743cce01f2221375b0b640809,23151088,???? ????? ????? ???? ? ???,1395,1,2,COM-HARD,1392,41,32,9/22/2016,1395/07/01,1-Apr
470636,5985d09743cce01f2221375b0b640809,23152138,????????? ???? ???  ?????????,1395,1,1,COM-HARD,1392,41,42,9/22/2016,1395/07/01,1-Apr
470638,5985d09743cce01f2221375b0b640809,23151157,???? ??? ?????????,1395,1,3,COM-HARD,1392,41,41,9/22/2016,1395/07/01,1-Apr
470639,5985d09743cce01f2221375b0b640809,23153028,??????????? -1,1395,1,3,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
470640,5985d09743cce01f2221375b0b640809,23152014,??????  ???? ??,1395,1,3,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
470641,5985d09743cce01f2221375b0b640809,23152296,????????? ???????? ????? ?? ??? ????????,1395,1,1,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
470643,5985d09743cce01f2221375b0b640809,23152150,????????? ????? ????,1395,1,1,COM-HARD,1392,41,41,9/22/2016,1395/07/01,1-Apr
470645,5985d09743cce01f2221375b0b640809,23151168,????? ??????????,1395,2,3,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
470646,5985d09743cce01f2221375b0b640809,23152025,?????  ?????  ???,1395,2,3,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
470649,5985d09743cce01f2221375b0b640809,23151113,????????? ???????????,1395,2,1,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
470654,5985d09743cce01f2221375b0b640809,23112096,????????? ?????  ????,1395,3,1,COM-HARD,1392,43,32,6/22/2017,1396/04/01,3-Apr
471454,ccad27745c4b7f64f485e71fb85e910d,401,????? - 1,1392,1,4,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
471455,ccad27745c4b7f64f485e71fb85e910d,23105024,????? ????? -1,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
471456,ccad27745c4b7f64f485e71fb85e910d,251,???? ????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
471457,ccad27745c4b7f64f485e71fb85e910d,23151226,??????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
471458,ccad27745c4b7f64f485e71fb85e910d,23130010,????? ????? -2,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
471460,ccad27745c4b7f64f485e71fb85e910d,23151226,??????? ?????,1392,2,3,COM-HARD,1392,12,11,1/21/2014,1392/11/01,2-Jan
471462,ccad27745c4b7f64f485e71fb85e910d,23151022,????? ???????? ? ?????? ????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
471463,ccad27745c4b7f64f485e71fb85e910d,23151066,??????? ?????,1393,1,3,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
471464,ccad27745c4b7f64f485e71fb85e910d,23151033,?????? ???? ???????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
471465,ccad27745c4b7f64f485e71fb85e910d,23105035,??????? ?????????,1393,1,3,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
471466,ccad27745c4b7f64f485e71fb85e910d,23105057,?????????????  ??????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
471468,ccad27745c4b7f64f485e71fb85e910d,23151271,??????? ????????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
471469,ccad27745c4b7f64f485e71fb85e910d,24172029,??????? ??????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
471470,ccad27745c4b7f64f485e71fb85e910d,23151077,????????? ?????????,1393,2,1,COM-HARD,1392,22,12,1/21/2015,1393/11/01,2-Feb
471472,ccad27745c4b7f64f485e71fb85e910d,23151124,?????? ????????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
471473,ccad27745c4b7f64f485e71fb85e910d,23153346,??????? ???? ??,1393,2,3,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
471474,ccad27745c4b7f64f485e71fb85e910d,23151191,???? ?????,1394,1,2,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
471475,ccad27745c4b7f64f485e71fb85e910d,23151237,????? ????????? ????? ??? ????????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
471477,ccad27745c4b7f64f485e71fb85e910d,23151146,??????? ??????????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
471478,ccad27745c4b7f64f485e71fb85e910d,23111037,????????? ?????? ???? ????? - 1,1394,1,1,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
471479,ccad27745c4b7f64f485e71fb85e910d,23153368,????????? ??????? ????? ???????,1394,1,1,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
471480,ccad27745c4b7f64f485e71fb85e910d,402,????? - 2,1394,1,4,COM-HARD,1392,31,12,9/23/2015,1394/07/01,1-Mar
471481,ccad27745c4b7f64f485e71fb85e910d,23151180,????? ?????? ? ???????,1394,2,3,COM-HARD,1392,32,31,1/21/2016,1394/11/01,2-Mar
471482,ccad27745c4b7f64f485e71fb85e910d,23152116,???????? ? ???????,1394,2,3,COM-HARD,1392,32,22,1/21/2016,1394/11/01,2-Mar
471483,ccad27745c4b7f64f485e71fb85e910d,23152149,???? ????? ????????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
471484,ccad27745c4b7f64f485e71fb85e910d,23152058,????????? ???????,1394,2,3,COM-HARD,1392,32,31,1/21/2016,1394/11/01,2-Mar
471485,ccad27745c4b7f64f485e71fb85e910d,23151282,????? ??? ????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
471486,ccad27745c4b7f64f485e71fb85e910d,23111106,????????? ?????????1,1394,2,1,COM-HARD,1392,32,31,1/21/2016,1394/11/01,2-Mar
471489,ccad27745c4b7f64f485e71fb85e910d,23151088,???? ????? ????? ???? ? ???,1395,1,2,COM-HARD,1392,41,32,9/22/2016,1395/07/01,1-Apr
471490,ccad27745c4b7f64f485e71fb85e910d,23152150,????????? ????? ????,1395,1,1,COM-HARD,1392,41,41,9/22/2016,1395/07/01,1-Apr
471492,ccad27745c4b7f64f485e71fb85e910d,23151157,???? ??? ?????????,1395,1,3,COM-HARD,1392,41,41,9/22/2016,1395/07/01,1-Apr
471493,ccad27745c4b7f64f485e71fb85e910d,23153028,??????????? -1,1395,1,3,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
471494,ccad27745c4b7f64f485e71fb85e910d,23152014,??????  ???? ??,1395,1,3,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
471495,ccad27745c4b7f64f485e71fb85e910d,23152296,????????? ???????? ????? ?? ??? ????????,1395,1,1,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
471498,ccad27745c4b7f64f485e71fb85e910d,23151168,????? ??????????,1395,2,3,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
471499,ccad27745c4b7f64f485e71fb85e910d,23152025,?????  ?????  ???,1395,2,3,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
471501,ccad27745c4b7f64f485e71fb85e910d,23152138,????????? ???? ???  ?????????,1395,2,1,COM-HARD,1392,42,42,1/20/2017,1395/11/01,2-Apr
471502,ccad27745c4b7f64f485e71fb85e910d,23151113,????????? ???????????,1395,2,1,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
472565,1deb5895ec255ee89ba722b44923a7b6,401,????? - 1,1392,1,4,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
472566,1deb5895ec255ee89ba722b44923a7b6,23105024,????? ????? -1,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
472567,1deb5895ec255ee89ba722b44923a7b6,251,???? ????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
472568,1deb5895ec255ee89ba722b44923a7b6,23151226,??????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
472569,1deb5895ec255ee89ba722b44923a7b6,23130010,????? ????? -2,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472570,1deb5895ec255ee89ba722b44923a7b6,23105035,??????? ?????????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472572,1deb5895ec255ee89ba722b44923a7b6,23151066,??????? ?????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472574,1deb5895ec255ee89ba722b44923a7b6,23151022,????? ???????? ? ?????? ????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472575,1deb5895ec255ee89ba722b44923a7b6,23151033,?????? ???? ???????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
472576,1deb5895ec255ee89ba722b44923a7b6,23151124,?????? ????????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
472577,1deb5895ec255ee89ba722b44923a7b6,23105057,?????????????  ??????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
472578,1deb5895ec255ee89ba722b44923a7b6,23151077,????????? ?????????,1393,1,1,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
472580,1deb5895ec255ee89ba722b44923a7b6,402,????? - 2,1393,1,4,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
472581,1deb5895ec255ee89ba722b44923a7b6,23105035,??????? ?????????,1393,1,3,COM-HARD,1392,21,12,9/23/2014,1393/07/01,1-Feb
472582,1deb5895ec255ee89ba722b44923a7b6,23151271,??????? ????????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
472583,1deb5895ec255ee89ba722b44923a7b6,23151191,???? ?????,1393,2,2,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
472584,1deb5895ec255ee89ba722b44923a7b6,24172029,??????? ??????,1393,2,3,COM-HARD,1392,22,21,1/21/2015,1393/11/01,2-Feb
472586,1deb5895ec255ee89ba722b44923a7b6,23153368,????????? ??????? ????? ???????,1393,2,1,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
472587,1deb5895ec255ee89ba722b44923a7b6,23153346,??????? ???? ??,1393,2,3,COM-HARD,1392,22,22,1/21/2015,1393/11/01,2-Feb
472588,1deb5895ec255ee89ba722b44923a7b6,23151180,????? ?????? ? ???????,1394,1,3,COM-HARD,1392,31,31,9/23/2015,1394/07/01,1-Mar
472589,1deb5895ec255ee89ba722b44923a7b6,23151168,????? ??????????,1394,1,3,COM-HARD,1392,31,32,9/23/2015,1394/07/01,1-Mar
472590,1deb5895ec255ee89ba722b44923a7b6,23151237,????? ????????? ????? ??? ????????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
472592,1deb5895ec255ee89ba722b44923a7b6,23151146,??????? ??????????,1394,1,3,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
472593,1deb5895ec255ee89ba722b44923a7b6,23111037,????????? ?????? ???? ????? - 1,1394,1,1,COM-HARD,1392,31,22,9/23/2015,1394/07/01,1-Mar
472594,1deb5895ec255ee89ba722b44923a7b6,23152116,???????? ? ???????,1394,2,3,COM-HARD,1392,32,22,1/21/2016,1394/11/01,2-Mar
472595,1deb5895ec255ee89ba722b44923a7b6,23152149,???? ????? ????????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
472596,1deb5895ec255ee89ba722b44923a7b6,23151282,????? ??? ????,1394,2,3,COM-HARD,1392,32,32,1/21/2016,1394/11/01,2-Mar
472598,1deb5895ec255ee89ba722b44923a7b6,23151146,??????? ??????????,1394,2,3,COM-HARD,1392,32,22,1/21/2016,1394/11/01,2-Mar
472599,1deb5895ec255ee89ba722b44923a7b6,23151088,???? ????? ????? ???? ? ???,1395,1,2,COM-HARD,1392,41,32,9/22/2016,1395/07/01,1-Apr
472600,1deb5895ec255ee89ba722b44923a7b6,23152058,????????? ???????,1395,1,3,COM-HARD,1392,41,31,9/22/2016,1395/07/01,1-Apr
472601,1deb5895ec255ee89ba722b44923a7b6,23152150,????????? ????? ????,1395,1,1,COM-HARD,1392,41,41,9/22/2016,1395/07/01,1-Apr
472604,1deb5895ec255ee89ba722b44923a7b6,23152116,???????? ? ???????,1395,1,3,COM-HARD,1392,41,22,9/22/2016,1395/07/01,1-Apr
472606,1deb5895ec255ee89ba722b44923a7b6,23151248,??????????? ????? ??????,1395,2,3,COM-HARD,1392,42,31,1/20/2017,1395/11/01,2-Apr
472607,1deb5895ec255ee89ba722b44923a7b6,23152025,?????  ?????  ???,1395,2,3,COM-HARD,1392,42,32,1/20/2017,1395/11/01,2-Apr
472609,1deb5895ec255ee89ba722b44923a7b6,23152296,????????? ???????? ????? ?? ??? ????????,1395,2,1,COM-HARD,1392,42,31,1/20/2017,1395/11/01,2-Apr
472612,1deb5895ec255ee89ba722b44923a7b6,23151180,????? ?????? ? ???????,1395,2,3,COM-HARD,1392,42,31,1/20/2017,1395/11/01,2-Apr
472785,8e1ae6429b56ced565a165d6c5c433ad,251,???? ????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
472786,8e1ae6429b56ced565a165d6c5c433ad,401,????? - 1,1392,1,4,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
472787,8e1ae6429b56ced565a165d6c5c433ad,23105024,????? ????? -1,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
472789,8e1ae6429b56ced565a165d6c5c433ad,23151226,??????? ?????,1392,1,3,COM-HARD,1392,11,11,9/23/2013,1392/07/01,1-Jan
472790,8e1ae6429b56ced565a165d6c5c433ad,23130010,????? ????? -2,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472791,8e1ae6429b56ced565a165d6c5c433ad,23105035,??????? ?????????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472792,8e1ae6429b56ced565a165d6c5c433ad,402,????? - 2,1392,2,4,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472794,8e1ae6429b56ced565a165d6c5c433ad,23151077,????????? ?????????,1392,2,1,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472795,8e1ae6429b56ced565a165d6c5c433ad,23151066,??????? ?????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472796,8e1ae6429b56ced565a165d6c5c433ad,23151022,????? ???????? ? ?????? ????,1392,2,3,COM-HARD,1392,12,12,1/21/2014,1392/11/01,2-Jan
472797,8e1ae6429b56ced565a165d6c5c433ad,23151033,?????? ???? ???????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
472798,8e1ae6429b56ced565a165d6c5c433ad,24172029,??????? ??????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
472799,8e1ae6429b56ced565a165d6c5c433ad,23151271,??????? ????????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
472800,8e1ae6429b56ced565a165d6c5c433ad,23151124,?????? ????????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
472801,8e1ae6429b56ced565a165d6c5c433ad,23105057,?????????????  ??????,1393,1,3,COM-HARD,1392,21,21,9/23/2014,1393/07/01,1-Feb
